file,scene,score,is_fp,brightness,contrast,faces,screen_rect
family_home_living_room/family_home_living_room_0002_3875141.jpeg,family_home_living_room,0.6914,1,0.6869,0.2077,0,1
office_colleagues_conversation/office_colleagues_conversation_0025_4347461.jpeg,office_colleagues_conversation,0.6836,1,0.5232,0.3399,0,1
office_colleagues_conversation/office_colleagues_conversation_0020_165907.jpeg,office_colleagues_conversation,0.6758,1,0.5245,0.3239,0,1
coworkers_standing_meeting/coworkers_standing_meeting_0017_8068143.jpeg,coworkers_standing_meeting,0.668,1,0.6775,0.194,2,0
people_meeting_room_talking/people_meeting_room_talking_0022_7433844.jpeg,people_meeting_room_talking,0.668,1,0.659,0.3046,0,1
office_colleagues_conversation/office_colleagues_conversation_0003_8204399.jpeg,office_colleagues_conversation,0.6602,1,0.6939,0.2526,1,0
people_meeting_room_talking/people_meeting_room_talking_0024_8133989.jpeg,people_meeting_room_talking,0.6602,1,0.4259,0.2446,0,0
office_colleagues_conversation/office_colleagues_conversation_0015_8068146.jpeg,office_colleagues_conversation,0.6406,1,0.6784,0.1888,1,0
people_meeting_room_talking/people_meeting_room_talking_0027_6950159.jpeg,people_meeting_room_talking,0.6406,1,0.6551,0.3239,1,0
office_colleagues_conversation/office_colleagues_conversation_0026_7964354.jpeg,office_colleagues_conversation,0.6328,1,0.5067,0.215,1,0
office_colleagues_conversation/office_colleagues_conversation_0002_7964210.jpeg,office_colleagues_conversation,0.6172,1,0.4083,0.2773,0,0
coworkers_standing_meeting/coworkers_standing_meeting_0018_8068161.jpeg,coworkers_standing_meeting,0.6094,1,0.6255,0.2019,0,0
people_meeting_room_talking/people_meeting_room_talking_0007_7433850.jpeg,people_meeting_room_talking,0.5977,1,0.6488,0.2376,0,0
group_friends_indoor_candid/group_friends_indoor_candid_0001_8602417.png,group_friends_indoor_candid,0.5898,1,0.7359,0.2082,0,1
people_meeting_room_talking/people_meeting_room_talking_0005_4345107.jpeg,people_meeting_room_talking,0.5586,1,0.6223,0.3615,0,0
people_meeting_room_talking/people_meeting_room_talking_0029_7433859.jpeg,people_meeting_room_talking,0.5586,1,0.5546,0.2564,0,0
family_home_living_room/family_home_living_room_0014_36777501.jpeg,family_home_living_room,0.5508,1,0.5926,0.1881,0,0
family_home_living_room/family_home_living_room_0019_17158663.jpeg,family_home_living_room,0.543,1,0.6577,0.1784,0,0
coworkers_standing_meeting/coworkers_standing_meeting_0010_7869114.jpeg,coworkers_standing_meeting,0.5352,1,0.4971,0.2389,0,0
group_friends_indoor_candid/group_friends_indoor_candid_0009_36393928.jpeg,group_friends_indoor_candid,0.5352,1,0.6402,0.2597,2,1
people_meeting_room_talking/people_meeting_room_talking_0030_8847199.jpeg,people_meeting_room_talking,0.5352,1,0.3025,0.2547,1,0
group_friends_indoor_candid/group_friends_indoor_candid_0016_14340485.jpeg,group_friends_indoor_candid,0.5234,1,0.6145,0.2699,1,0
office_colleagues_conversation/office_colleagues_conversation_0017_7793921.jpeg,office_colleagues_conversation,0.5234,1,0.713,0.2873,0,0
family_home_living_room/family_home_living_room_0003_280239.jpeg,family_home_living_room,0.5156,1,0.7144,0.2054,0,0
office_colleagues_conversation/office_colleagues_conversation_0031_32441078.jpeg,office_colleagues_conversation,0.5078,1,0.6973,0.2962,1,0
family_home_living_room/family_home_living_room_0023_28272350.jpeg,family_home_living_room,0.5,1,0.7674,0.2024,0,0
family_home_living_room/family_home_living_room_0018_35430055.jpeg,family_home_living_room,0.4766,1,0.5608,0.1803,0,0
office_colleagues_conversation/office_colleagues_conversation_0004_7433930.jpeg,office_colleagues_conversation,0.4648,1,0.5215,0.2635,1,0
family_home_living_room/family_home_living_room_0005_34541788.jpeg,family_home_living_room,0.457,1,0.4529,0.3026,0,0
office_colleagues_conversation/office_colleagues_conversation_0019_7964507.jpeg,office_colleagues_conversation,0.457,1,0.5119,0.2601,0,1
friends_cafe_group/friends_cafe_group_0021_20140970.jpeg,friends_cafe_group,0.4492,1,0.4479,0.3921,0,0
group_friends_indoor_candid/group_friends_indoor_candid_0003_8367619.jpeg,group_friends_indoor_candid,0.4492,1,0.6223,0.2557,0,0
family_home_living_room/family_home_living_room_0008_7114188.jpeg,family_home_living_room,0.4414,1,0.6906,0.2568,0,0
people_meeting_room_talking/people_meeting_room_talking_0008_23496874.jpeg,people_meeting_room_talking,0.4414,1,0.6013,0.3077,0,0
family_home_living_room/family_home_living_room_0007_8763082.jpeg,family_home_living_room,0.4336,1,0.5163,0.2488,1,1
office_colleagues_conversation/office_colleagues_conversation_0005_7876794.jpeg,office_colleagues_conversation,0.418,1,0.6934,0.2595,0,0
people_street_candid/people_street_candid_0025_33259432.jpeg,people_street_candid,0.418,1,0.5726,0.2956,0,0
coworkers_standing_meeting/coworkers_standing_meeting_0015_6930265.jpeg,coworkers_standing_meeting,0.4102,1,0.6252,0.2591,1,0
group_friends_indoor_candid/group_friends_indoor_candid_0021_8826744.jpeg,group_friends_indoor_candid,0.4102,1,0.5651,0.1877,3,0
people_street_candid/people_street_candid_0016_32242667.jpeg,people_street_candid,0.4102,1,0.288,0.2242,0,0
family_home_living_room/family_home_living_room_0013_6957830.jpeg,family_home_living_room,0.4023,1,0.6551,0.2088,0,0
group_friends_indoor_candid/group_friends_indoor_candid_0015_10782244.jpeg,group_friends_indoor_candid,0.4023,1,0.409,0.2757,0,0
family_home_living_room/family_home_living_room_0017_8583811.jpeg,family_home_living_room,0.3906,0,0.5758,0.1992,0,0
group_friends_indoor_candid/group_friends_indoor_candid_0027_10423482.jpeg,group_friends_indoor_candid,0.375,0,0.5353,0.2099,5,0
coworkers_standing_meeting/coworkers_standing_meeting_0012_7964369.jpeg,coworkers_standing_meeting,0.3594,0,0.4304,0.3134,0,0
people_street_candid/people_street_candid_0012_13200581.jpeg,people_street_candid,0.3438,0,0.2747,0.148,0,1
group_friends_indoor_candid/group_friends_indoor_candid_0002_27869785.jpeg,group_friends_indoor_candid,0.3398,0,0.4811,0.2571,0,0
group_friends_indoor_candid/group_friends_indoor_candid_0017_27868438.jpeg,group_friends_indoor_candid,0.3398,0,0.5709,0.3724,1,0
office_colleagues_conversation/office_colleagues_conversation_0009_3867842.jpeg,office_colleagues_conversation,0.3398,0,0.6514,0.2209,0,0
family_home_living_room/family_home_living_room_0010_7114420.jpeg,family_home_living_room,0.3242,0,0.5436,0.259,0,0
people_restaurant_dining/people_restaurant_dining_0007_12181619.jpeg,people_restaurant_dining,0.3242,0,0.3079,0.2139,0,0
family_home_living_room/family_home_living_room_0004_12119237.jpeg,family_home_living_room,0.3164,0,0.6021,0.2239,0,1
friends_cafe_group/friends_cafe_group_0019_4920841.jpeg,friends_cafe_group,0.3164,0,0.4448,0.2067,0,0
people_street_candid/people_street_candid_0001_37860614.jpeg,people_street_candid,0.3008,0,0.1475,0.1268,0,0
people_street_candid/people_street_candid_0014_17554470.jpeg,people_street_candid,0.293,0,0.5458,0.3808,0,0
coworkers_standing_meeting/coworkers_standing_meeting_0008_8559995.jpeg,coworkers_standing_meeting,0.2891,0,0.5478,0.2776,0,0
coworkers_standing_meeting/coworkers_standing_meeting_0025_8278850.jpeg,coworkers_standing_meeting,0.2891,0,0.462,0.2132,2,0
people_meeting_room_talking/people_meeting_room_talking_0011_6950048.jpeg,people_meeting_room_talking,0.2891,0,0.6565,0.2843,0,0
people_meeting_room_talking/people_meeting_room_talking_0013_8847142.jpeg,people_meeting_room_talking,0.2891,0,0.5897,0.2656,0,0
coworkers_standing_meeting/coworkers_standing_meeting_0016_7653576.jpeg,coworkers_standing_meeting,0.2812,0,0.3498,0.2695,0,0
group_friends_indoor_candid/group_friends_indoor_candid_0028_10578432.jpeg,group_friends_indoor_candid,0.2812,0,0.4579,0.2546,1,0
office_colleagues_conversation/office_colleagues_conversation_0032_6077545.jpeg,office_colleagues_conversation,0.2734,0,0.3667,0.1825,0,0
people_meeting_room_talking/people_meeting_room_talking_0028_5945806.jpeg,people_meeting_room_talking,0.2734,0,0.5051,0.2245,0,0
people_meeting_room_talking/people_meeting_room_talking_0034_8761647.jpeg,people_meeting_room_talking,0.2734,0,0.519,0.2452,0,0
people_meeting_room_talking/people_meeting_room_talking_0002_8847209.jpeg,people_meeting_room_talking,0.2656,0,0.3295,0.2524,0,0
people_street_candid/people_street_candid_0015_18460410.jpeg,people_street_candid,0.2656,0,0.3755,0.2925,0,0
family_home_living_room/family_home_living_room_0011_7117519.jpeg,family_home_living_room,0.2617,0,0.4175,0.207,0,0
office_colleagues_conversation/office_colleagues_conversation_0011_36733362.jpeg,office_colleagues_conversation,0.2617,0,0.341,0.1644,1,0
people_meeting_room_talking/people_meeting_room_talking_0025_7971359.jpeg,people_meeting_room_talking,0.2617,0,0.5362,0.2256,0,0
coworkers_standing_meeting/coworkers_standing_meeting_0009_4872069.jpeg,coworkers_standing_meeting,0.2539,0,0.5386,0.241,1,0
coworkers_standing_meeting/coworkers_standing_meeting_0023_6592559.jpeg,coworkers_standing_meeting,0.2539,0,0.6233,0.2368,2,0
people_meeting_room_talking/people_meeting_room_talking_0014_6950050.jpeg,people_meeting_room_talking,0.2539,0,0.5656,0.301,1,0
group_friends_indoor_candid/group_friends_indoor_candid_0029_6254372.jpeg,group_friends_indoor_candid,0.25,0,0.1706,0.1396,1,0
people_meeting_room_talking/people_meeting_room_talking_0018_1325764.jpeg,people_meeting_room_talking,0.25,0,0.6819,0.2481,1,0
people_meeting_room_talking/people_meeting_room_talking_0032_23496872.jpeg,people_meeting_room_talking,0.25,0,0.509,0.344,0,0
people_restaurant_dining/people_restaurant_dining_0020_13209470.jpeg,people_restaurant_dining,0.25,0,0.314,0.2806,0,0
office_colleagues_conversation/office_colleagues_conversation_0034_7580950.jpeg,office_colleagues_conversation,0.2422,0,0.652,0.3147,1,0
people_meeting_room_talking/people_meeting_room_talking_0033_8133863.jpeg,people_meeting_room_talking,0.2422,0,0.4804,0.2689,1,0
people_meeting_room_talking/people_meeting_room_talking_0021_4623485.jpeg,people_meeting_room_talking,0.2344,0,0.2993,0.222,2,0
group_friends_indoor_candid/group_friends_indoor_candid_0022_34967300.jpeg,group_friends_indoor_candid,0.2227,0,0.4158,0.2167,1,0
office_colleagues_conversation/office_colleagues_conversation_0013_5918205.jpeg,office_colleagues_conversation,0.2227,0,0.4,0.2065,1,0
people_meeting_room_talking/people_meeting_room_talking_0010_8761555.jpeg,people_meeting_room_talking,0.2227,0,0.5347,0.2529,0,0
people_meeting_room_talking/people_meeting_room_talking_0016_8124406.jpeg,people_meeting_room_talking,0.2109,0,0.5504,0.3466,0,0
coworkers_standing_meeting/coworkers_standing_meeting_0013_8554443.jpeg,coworkers_standing_meeting,0.207,0,0.5028,0.2032,0,0
coworkers_standing_meeting/coworkers_standing_meeting_0003_4872059.jpeg,coworkers_standing_meeting,0.2031,0,0.5104,0.2701,0,0
office_colleagues_conversation/office_colleagues_conversation_0006_8554435.jpeg,office_colleagues_conversation,0.2031,0,0.5519,0.2001,0,1
people_street_candid/people_street_candid_0004_16426999.jpeg,people_street_candid,0.2031,0,0.2242,0.191,1,0
family_home_living_room/family_home_living_room_0020_12788483.jpeg,family_home_living_room,0.1953,0,0.5724,0.2439,0,1
office_colleagues_conversation/office_colleagues_conversation_0001_5257764.jpeg,office_colleagues_conversation,0.1953,0,0.5339,0.2962,1,0
office_colleagues_conversation/office_colleagues_conversation_0029_5955105.jpeg,office_colleagues_conversation,0.1953,0,0.266,0.2609,0,1
people_meeting_room_talking/people_meeting_room_talking_0026_8123842.jpeg,people_meeting_room_talking,0.1953,0,0.5531,0.3109,1,0
people_street_candid/people_street_candid_0019_18969913.jpeg,people_street_candid,0.1953,0,0.3792,0.2312,0,0
people_restaurant_dining/people_restaurant_dining_0001_8922187.jpeg,people_restaurant_dining,0.1914,0,0.1786,0.1392,1,0
friends_cafe_group/friends_cafe_group_0002_36729801.jpeg,friends_cafe_group,0.1875,0,0.4237,0.1984,1,0
people_meeting_room_talking/people_meeting_room_talking_0003_7108454.jpeg,people_meeting_room_talking,0.1797,0,0.5894,0.2206,0,0
people_street_candid/people_street_candid_0017_13071772.jpeg,people_street_candid,0.1797,0,0.097,0.1739,0,0
family_home_living_room/family_home_living_room_0012_8260521.jpeg,family_home_living_room,0.1758,0,0.4642,0.2548,0,0
people_street_candid/people_street_candid_0020_18969905.jpeg,people_street_candid,0.1758,0,0.4574,0.2208,0,0
people_meeting_room_talking/people_meeting_room_talking_0012_8349428.jpeg,people_meeting_room_talking,0.1719,0,0.2537,0.1816,1,0
people_street_candid/people_street_candid_0013_15820641.jpeg,people_street_candid,0.1719,0,0.3191,0.2026,0,0
family_home_living_room/family_home_living_room_0001_8054853.jpeg,family_home_living_room,0.1602,0,0.6131,0.2441,0,1
office_colleagues_conversation/office_colleagues_conversation_0007_7581050.jpeg,office_colleagues_conversation,0.1602,0,0.6016,0.2758,0,0
people_restaurant_dining/people_restaurant_dining_0024_1121480.jpeg,people_restaurant_dining,0.1602,0,0.2866,0.3326,0,0
people_restaurant_dining/people_restaurant_dining_0025_10594753.jpeg,people_restaurant_dining,0.1602,0,0.2036,0.2017,0,0
people_restaurant_dining/people_restaurant_dining_0029_3926211.jpeg,people_restaurant_dining,0.1602,0,0.398,0.2313,0,0
friends_cafe_group/friends_cafe_group_0017_14593559.jpeg,friends_cafe_group,0.1523,0,0.5706,0.2117,0,1
people_restaurant_dining/people_restaurant_dining_0015_3923437.jpeg,people_restaurant_dining,0.1523,0,0.506,0.2737,1,0
office_colleagues_conversation/office_colleagues_conversation_0008_8554420.jpeg,office_colleagues_conversation,0.1445,0,0.5681,0.2234,0,1
family_home_living_room/family_home_living_room_0024_7642033.jpeg,family_home_living_room,0.1406,0,0.497,0.3085,1,0
group_friends_indoor_candid/group_friends_indoor_candid_0011_18771016.jpeg,group_friends_indoor_candid,0.1406,0,0.3263,0.1728,0,0
people_restaurant_dining/people_restaurant_dining_0012_16385739.jpeg,people_restaurant_dining,0.1367,0,0.1398,0.1803,0,0
coworkers_standing_meeting/coworkers_standing_meeting_0030_7888803.jpeg,coworkers_standing_meeting,0.1328,0,0.6041,0.2479,0,0
people_street_candid/people_street_candid_0003_36195417.jpeg,people_street_candid,0.1211,0,0.5543,0.32,0,0
family_home_living_room/family_home_living_room_0015_7489081.jpeg,family_home_living_room,0.1172,0,0.6911,0.246,0,0
friends_cafe_group/friends_cafe_group_0024_4920855.jpeg,friends_cafe_group,0.1172,0,0.2909,0.2537,0,1
people_meeting_room_talking/people_meeting_room_talking_0023_8463164.jpeg,people_meeting_room_talking,0.1172,0,0.4702,0.2358,1,0
people_restaurant_dining/people_restaurant_dining_0027_7973622.jpeg,people_restaurant_dining,0.1172,0,0.5804,0.2508,0,0
friends_cafe_group/friends_cafe_group_0023_5529901.jpeg,friends_cafe_group,0.1133,0,0.3385,0.2237,0,0
people_meeting_room_talking/people_meeting_room_talking_0006_3182765.jpeg,people_meeting_room_talking,0.1133,0,0.6623,0.2568,0,0
friends_cafe_group/friends_cafe_group_0030_7444793.jpeg,friends_cafe_group,0.1094,0,0.2272,0.1639,1,0
people_meeting_room_talking/people_meeting_room_talking_0015_8761631.jpeg,people_meeting_room_talking,0.1094,0,0.39,0.2002,0,0
people_restaurant_dining/people_restaurant_dining_0018_31787428.jpeg,people_restaurant_dining,0.1094,0,0.1178,0.1241,0,0
people_restaurant_dining/people_restaurant_dining_0022_30663889.jpeg,people_restaurant_dining,0.1094,0,0.3291,0.205,0,0
people_street_candid/people_street_candid_0011_27778076.jpeg,people_street_candid,0.1094,0,0.3761,0.2695,0,0
group_friends_indoor_candid/group_friends_indoor_candid_0024_21873708.jpeg,group_friends_indoor_candid,0.1055,0,0.4689,0.236,0,0
group_friends_indoor_candid/group_friends_indoor_candid_0012_34874398.jpeg,group_friends_indoor_candid,0.1016,0,0.3227,0.175,1,1
people_restaurant_dining/people_restaurant_dining_0030_20707437.jpeg,people_restaurant_dining,0.1016,0,0.2178,0.1853,0,0
people_street_candid/people_street_candid_0010_19224595.jpeg,people_street_candid,0.1016,0,0.3124,0.2081,0,0
office_colleagues_conversation/office_colleagues_conversation_0016_8101608.jpeg,office_colleagues_conversation,0.0977,0,0.5692,0.3139,0,1
coworkers_standing_meeting/coworkers_standing_meeting_0029_13801784.jpeg,coworkers_standing_meeting,0.0938,0,0.3643,0.2331,2,0
group_friends_indoor_candid/group_friends_indoor_candid_0019_34967291.jpeg,group_friends_indoor_candid,0.0938,0,0.4932,0.219,0,0
people_restaurant_dining/people_restaurant_dining_0003_30003229.jpeg,people_restaurant_dining,0.0938,0,0.4864,0.2925,0,0
people_restaurant_dining/people_restaurant_dining_0011_8916532.jpeg,people_restaurant_dining,0.0938,0,0.2297,0.1546,0,0
friends_cafe_group/friends_cafe_group_0004_4921404.jpeg,friends_cafe_group,0.0898,0,0.4059,0.2466,0,0
people_restaurant_dining/people_restaurant_dining_0005_2696065.jpeg,people_restaurant_dining,0.0898,0,0.4713,0.3593,1,0
coworkers_standing_meeting/coworkers_standing_meeting_0019_7651545.jpeg,coworkers_standing_meeting,0.0859,0,0.4507,0.2124,1,0
group_friends_indoor_candid/group_friends_indoor_candid_0008_6517895.jpeg,group_friends_indoor_candid,0.0859,0,0.4038,0.2494,3,1
people_street_candid/people_street_candid_0002_36299324.jpeg,people_street_candid,0.0859,0,0.231,0.2465,0,0
coworkers_standing_meeting/coworkers_standing_meeting_0020_5922211.jpeg,coworkers_standing_meeting,0.082,0,0.2936,0.2427,0,0
people_restaurant_dining/people_restaurant_dining_0028_37307283.jpeg,people_restaurant_dining,0.082,0,0.1311,0.1319,1,0
friends_cafe_group/friends_cafe_group_0007_36729525.jpeg,friends_cafe_group,0.0781,0,0.5213,0.254,1,1
people_street_candid/people_street_candid_0007_21938192.jpeg,people_street_candid,0.0781,0,0.4987,0.2607,4,0
people_street_candid/people_street_candid_0021_13211343.jpeg,people_street_candid,0.0781,0,0.3311,0.256,0,0
coworkers_standing_meeting/coworkers_standing_meeting_0007_8344695.jpeg,coworkers_standing_meeting,0.0742,0,0.5462,0.2993,0,0
coworkers_standing_meeting/coworkers_standing_meeting_0011_23496704.jpeg,coworkers_standing_meeting,0.0703,0,0.469,0.1827,2,0
group_friends_indoor_candid/group_friends_indoor_candid_0025_6224645.jpeg,group_friends_indoor_candid,0.0703,0,0.4641,0.2038,1,1
people_restaurant_dining/people_restaurant_dining_0004_8921578.jpeg,people_restaurant_dining,0.0703,0,0.2349,0.2294,0,0
people_restaurant_dining/people_restaurant_dining_0006_8922188.jpeg,people_restaurant_dining,0.0703,0,0.3473,0.2244,0,0
people_restaurant_dining/people_restaurant_dining_0013_3923414.jpeg,people_restaurant_dining,0.0703,0,0.3398,0.239,0,0
coworkers_standing_meeting/coworkers_standing_meeting_0004_3182826.jpeg,coworkers_standing_meeting,0.0664,0,0.5909,0.2069,1,1
friends_cafe_group/friends_cafe_group_0025_16702639.jpeg,friends_cafe_group,0.0664,0,0.1998,0.1728,0,0
group_friends_indoor_candid/group_friends_indoor_candid_0020_6174044.jpeg,group_friends_indoor_candid,0.0664,0,0.2158,0.1704,0,0
office_colleagues_conversation/office_colleagues_conversation_0022_7889210.jpeg,office_colleagues_conversation,0.0664,0,0.4444,0.2684,1,0
friends_cafe_group/friends_cafe_group_0011_6140394.jpeg,friends_cafe_group,0.0625,0,0.3417,0.2107,2,0
family_home_living_room/family_home_living_room_0016_16852512.jpeg,family_home_living_room,0.0586,0,0.5871,0.2533,0,0
group_friends_indoor_candid/group_friends_indoor_candid_0023_6340721.jpeg,group_friends_indoor_candid,0.0586,0,0.5274,0.2909,2,1
people_restaurant_dining/people_restaurant_dining_0009_3923416.jpeg,people_restaurant_dining,0.0586,0,0.4377,0.2247,0,0
people_restaurant_dining/people_restaurant_dining_0021_8922203.jpeg,people_restaurant_dining,0.0586,0,0.2447,0.2095,0,0
group_friends_indoor_candid/group_friends_indoor_candid_0005_8556125.jpeg,group_friends_indoor_candid,0.0547,0,0.3209,0.1772,0,0
people_meeting_room_talking/people_meeting_room_talking_0004_7652187.jpeg,people_meeting_room_talking,0.0547,0,0.4465,0.3186,0,0
people_restaurant_dining/people_restaurant_dining_0008_15464629.jpeg,people_restaurant_dining,0.0547,0,0.2878,0.1889,0,0
friends_cafe_group/friends_cafe_group_0012_36005727.jpeg,friends_cafe_group,0.0508,0,0.5311,0.217,2,0
friends_cafe_group/friends_cafe_group_0026_16181873.jpeg,friends_cafe_group,0.0508,0,0.2586,0.1685,0,1
people_street_candid/people_street_candid_0006_33770015.jpeg,people_street_candid,0.0508,0,0.4559,0.2827,0,0
coworkers_standing_meeting/coworkers_standing_meeting_0005_7654396.jpeg,coworkers_standing_meeting,0.0469,0,0.3583,0.2366,0,0
friends_cafe_group/friends_cafe_group_0001_28708777.png,friends_cafe_group,0.0469,0,0.1681,0.1436,0,0
friends_cafe_group/friends_cafe_group_0008_15965030.jpeg,friends_cafe_group,0.0469,0,0.3319,0.2143,0,0
group_friends_indoor_candid/group_friends_indoor_candid_0004_13870887.jpeg,group_friends_indoor_candid,0.0469,0,0.4101,0.2297,1,0
coworkers_standing_meeting/coworkers_standing_meeting_0022_7651563.jpeg,coworkers_standing_meeting,0.043,0,0.4588,0.2074,1,0
people_restaurant_dining/people_restaurant_dining_0026_35228364.jpeg,people_restaurant_dining,0.043,0,0.2589,0.2854,0,0
people_street_candid/people_street_candid_0024_32055388.jpeg,people_street_candid,0.043,0,0.409,0.3017,0,0
coworkers_standing_meeting/coworkers_standing_meeting_0026_7651562.jpeg,coworkers_standing_meeting,0.0391,0,0.411,0.1846,1,0
friends_cafe_group/friends_cafe_group_0022_6140366.jpeg,friends_cafe_group,0.0391,0,0.3257,0.1842,1,0
group_friends_indoor_candid/group_friends_indoor_candid_0006_3856028.jpeg,group_friends_indoor_candid,0.0391,0,0.4466,0.244,2,0
group_friends_indoor_candid/group_friends_indoor_candid_0010_29926064.jpeg,group_friends_indoor_candid,0.0391,0,0.3549,0.2041,0,0
people_street_candid/people_street_candid_0018_14377369.jpeg,people_street_candid,0.0391,0,0.238,0.2028,0,0
coworkers_standing_meeting/coworkers_standing_meeting_0014_5922205.jpeg,coworkers_standing_meeting,0.0352,0,0.3089,0.2348,0,0
family_home_living_room/family_home_living_room_0009_5900822.jpeg,family_home_living_room,0.0352,0,0.5146,0.2398,0,0
friends_cafe_group/friends_cafe_group_0006_36729774.jpeg,friends_cafe_group,0.0352,0,0.3892,0.173,1,0
friends_cafe_group/friends_cafe_group_0010_36729769.jpeg,friends_cafe_group,0.0352,0,0.4299,0.1883,2,0
people_meeting_room_talking/people_meeting_room_talking_0020_8761636.jpeg,people_meeting_room_talking,0.0352,0,0.4238,0.1766,0,0
people_restaurant_dining/people_restaurant_dining_0010_5865152.jpeg,people_restaurant_dining,0.0352,0,0.2548,0.2021,1,1
people_restaurant_dining/people_restaurant_dining_0016_9543890.jpeg,people_restaurant_dining,0.0352,0,0.3474,0.1966,1,0
coworkers_standing_meeting/coworkers_standing_meeting_0027_7651560.jpeg,coworkers_standing_meeting,0.0312,0,0.3825,0.2259,0,1
family_home_living_room/family_home_living_room_0021_21038562.jpeg,family_home_living_room,0.0312,0,0.5061,0.2084,0,0
group_friends_indoor_candid/group_friends_indoor_candid_0014_8111288.jpeg,group_friends_indoor_candid,0.0312,0,0.4267,0.1886,0,0
people_restaurant_dining/people_restaurant_dining_0019_3926216.jpeg,people_restaurant_dining,0.0312,0,0.4271,0.2157,0,0
people_restaurant_dining/people_restaurant_dining_0023_3184184.jpeg,people_restaurant_dining,0.0312,0,0.4893,0.2406,1,0
people_street_candid/people_street_candid_0005_31735055.jpeg,people_street_candid,0.0312,0,0.3336,0.2683,0,0
friends_cafe_group/friends_cafe_group_0013_13790299.jpeg,friends_cafe_group,0.0273,0,0.4713,0.2774,0,0
office_colleagues_conversation/office_colleagues_conversation_0033_6773514.jpeg,office_colleagues_conversation,0.0273,0,0.4032,0.2353,1,0
people_street_candid/people_street_candid_0008_18813880.jpeg,people_street_candid,0.0273,0,0.5148,0.2005,0,0
people_street_candid/people_street_candid_0022_21405953.jpeg,people_street_candid,0.0273,0,0.3177,0.1781,0,0
coworkers_standing_meeting/coworkers_standing_meeting_0001_8279210.jpeg,coworkers_standing_meeting,0.0195,0,0.3826,0.203,1,0
friends_cafe_group/friends_cafe_group_0003_36729755.jpeg,friends_cafe_group,0.0195,0,0.4166,0.2013,1,0
friends_cafe_group/friends_cafe_group_0016_36788424.jpeg,friends_cafe_group,0.0195,0,0.2877,0.1871,0,0
group_friends_indoor_candid/group_friends_indoor_candid_0018_8407686.jpeg,group_friends_indoor_candid,0.0195,0,0.4384,0.2871,1,0
office_colleagues_conversation/office_colleagues_conversation_0021_8554066.jpeg,office_colleagues_conversation,0.0195,0,0.5009,0.2424,0,0
people_restaurant_dining/people_restaurant_dining_0017_4267557.jpeg,people_restaurant_dining,0.0195,0,0.3627,0.2385,0,0
friends_cafe_group/friends_cafe_group_0009_36729772.jpeg,friends_cafe_group,0.0156,0,0.4098,0.1739,2,0
friends_cafe_group/friends_cafe_group_0028_4589512.jpeg,friends_cafe_group,0.0156,0,0.5376,0.2027,1,0
group_friends_indoor_candid/group_friends_indoor_candid_0026_3856019.jpeg,group_friends_indoor_candid,0.0156,0,0.3727,0.2337,0,0
office_colleagues_conversation/office_colleagues_conversation_0018_5917488.jpeg,office_colleagues_conversation,0.0156,0,0.2948,0.1947,0,0
